bell_curve_freq,switch_wins_counting_list,stay_wins_counting_list,random_wins_counting_list,exp_index,switch_winning_percentages,stay_winning_percentages,random_winning_percentages,stay_winning_percent.,pie_chart_measures,,,trial
35.3,549179,274010,411501,823000,69.1,35.3,50.4,,,,,824
32.3,549828,274333,411977,824000,64.9,32.3,47.6,,,,,825
32.3,550502,274656,412456,825000,67.4,32.3,47.9,,,,,826
32.9,551170,274985,412948,826000,66.8,32.9,49.2,,,,,827
35.4,551840,275339,413437,827000,67,35.4,48.9,,,,,828
32.8,552497,275667,413938,828000,65.7,32.8,50.1,,,,,829
32.7,553167,275994,414465,829000,67,32.7,52.7,,,,,830
33.3,553841,276327,414974,830000,67.4,33.3,50.9,,,,,831
32.7,554500,276654,415485,831000,65.9,32.7,51.1,,,,,832
32.8,555188,276982,415971,832000,68.8,32.8,48.6,,,,,833
31.9,555841,277301,416471,833000,65.3,31.9,50,,,,,834
34.6,556502,277647,416970,834000,66.1,34.6,49.9,,,,,835
32.6,557178,277973,417494,835000,67.6,32.6,52.4,,,,,836
31.2,557866,278285,417971,836000,68.8,31.2,47.7,,,,,837
32.9,558528,278614,418449,837000,66.2,32.9,47.8,,,,,838
36.2,559172,278976,418950,838000,64.4,36.2,50.1,,,,,839
36,559808,279336,419453,839000,63.6,36,50.3,,,,,840
33.7,560474,279673,419948,840000,66.6,33.7,49.5,,,,,841
34.2,561145,280015,420450,841000,67.1,34.2,50.2,,,,,842
32.1,561802,280336,420971,842000,65.7,32.1,52.1,,,,,843
36.6,562445,280702,421470,843000,64.3,36.6,49.9,,,,,844
32.4,563075,281026,421978,844000,63,32.4,50.8,,,,,845
36.6,563755,281392,422466,845000,68,36.6,48.8,,,,,846
33.3,564417,281725,422948,846000,66.2,33.3,48.2,,,,,847
31.8,565087,282043,423454,847000,67,31.8,50.6,,,,,848
33.4,565751,282377,423938,848000,66.4,33.4,48.4,,,,,849
37.7,566409,282754,424446,849000,65.8,37.7,50.8,,,,,850
34.1,567059,283095,424938,850000,65,34.1,49.2,,,,,851
35.6,567744,283451,425435,851000,68.5,35.6,49.7,,,,,852
32.1,568419,283772,425951,852000,67.5,32.1,51.6,,,,,853
35.7,569080,284129,426456,853000,66.1,35.7,50.5,,,,,854
34.3,569730,284472,426966,854000,65,34.3,51,,,,,855
33.6,570403,284808,427462,855000,67.3,33.6,49.6,,,,,856
34.1,571058,285149,427970,856000,65.5,34.1,50.8,,,,,857
31.4,571725,285463,428474,857000,66.7,31.4,50.4,,,,,858
32.6,572409,285789,428979,858000,68.4,32.6,50.5,,,,,859
32.8,573068,286117,429489,859000,65.9,32.8,51,,,,,860
34.9,573743,286466,429995,860000,67.5,34.9,50.6,,,,,861
33.3,574394,286799,430499,861000,65.1,33.3,50.4,,,,,862
34.5,575044,287144,431005,862000,65,34.5,50.6,,,,,863
33.5,575706,287479,431524,863000,66.2,33.5,51.9,,,,,864
33.3,576353,287812,432029,864000,64.7,33.3,50.5,,,,,865
34.9,577025,288161,432539,865000,67.2,34.9,51,,,,,866
34.9,577704,288510,433039,866000,67.9,34.9,50,,,,,867
31.7,578380,288827,433550,867000,67.6,31.7,51.1,,,,,868
33.6,579058,289163,434042,868000,67.8,33.6,49.2,,,,,869
32.5,579708,289488,434537,869000,65,32.5,49.5,,,,,870
34.8,580394,289836,435026,870000,68.6,34.8,48.9,,,,,871
34.2,581076,290178,435528,871000,68.2,34.2,50.2,,,,,872
34.1,581753,290519,436019,872000,67.7,34.1,49.1,,,,,873
34.4,582431,290863,436512,873000,67.8,34.4,49.3,,,,,874
32.2,583086,291185,436996,874000,65.5,32.2,48.4,,,,,875
32.3,583761,291508,437501,875000,67.5,32.3,50.5,,,,,876
34.7,584430,291855,437982,876000,66.9,34.7,48.1,,,,,877
30.6,585114,292161,438503,877000,68.4,30.6,52.1,,,,,878
32,585764,292481,438999,878000,65,32,49.6,,,,,879
34.1,586434,292822,439483,879000,67,34.1,48.4,,,,,880
32.9,587116,293151,439976,880000,68.2,32.9,49.3,,,,,881
35.5,587800,293506,440470,881000,68.4,35.5,49.4,,,,,882
33.9,588479,293845,440998,882000,67.9,33.9,52.8,,,,,883
34.3,589154,294188,441495,883000,67.5,34.3,49.7,,,,,884
31.4,589808,294502,442004,884000,65.4,31.4,50.9,,,,,885
31.6,590465,294818,442500,885000,65.7,31.6,49.6,,,,,886
32.8,591114,295146,443020,886000,64.9,32.8,52,,,,,887
33.1,591775,295477,443504,887000,66.1,33.1,48.4,,,,,888
32.4,592437,295801,444015,888000,66.2,32.4,51.1,,,,,889
33,593094,296131,444535,889000,65.7,33,52,,,,,890
34.8,593773,296479,445040,890000,67.9,34.8,50.5,,,,,891
33.8,594452,296817,445553,891000,67.9,33.8,51.3,,,,,892
34.3,595122,297160,446073,892000,67,34.3,52,,,,,893
32.5,595787,297485,446597,893000,66.5,32.5,52.4,,,,,894
35.7,596448,297842,447088,894000,66.1,35.7,49.1,,,,,895
33.3,597127,298175,447581,895000,67.9,33.3,49.3,,,,,896
33.6,597791,298511,448085,896000,66.4,33.6,50.4,,,,,897
30.6,598465,298817,448612,897000,67.4,30.6,52.7,,,,,898
33.1,599148,299148,449132,898000,68.3,33.1,52,,,,,899
33,599818,299478,449642,899000,67,33,51,,,,,900
33.9,600482,299817,450138,900000,66.4,33.9,49.6,,,,,901
33.5,601151,300152,450619,901000,66.9,33.5,48.1,,,,,902
32.1,601839,300473,451135,902000,68.8,32.1,51.6,,,,,903
33.1,602511,300804,451636,903000,67.2,33.1,50.1,,,,,904
33.8,603159,301142,452139,904000,64.8,33.8,50.3,,,,,905
28.8,603820,301430,452638,905000,66.1,28.8,49.9,,,,,906
34.2,604486,301772,453114,906000,66.6,34.2,47.6,,,,,907
35,605129,302122,453604,907000,64.3,35,49,,,,,908
31,605809,302432,454082,908000,68,31,47.8,,,,,909
31.9,606494,302751,454581,909000,68.5,31.9,49.9,,,,,910
36.8,607154,303119,455083,910000,66,36.8,50.2,,,,,911
33.6,607832,303455,455575,911000,67.8,33.6,49.2,,,,,912
34.1,608504,303796,456076,912000,67.2,34.1,50.1,,,,,913
35.9,609138,304155,456569,913000,63.4,35.9,49.3,,,,,914
32.4,609810,304479,457071,914000,67.2,32.4,50.2,,,,,915
36.5,610481,304844,457601,915000,67.1,36.5,53,,,,,916
33.7,611137,305181,458107,916000,65.6,33.7,50.6,,,,,917
32.4,611809,305505,458612,917000,67.2,32.4,50.5,,,,,918
32.3,612496,305828,459106,918000,68.7,32.3,49.4,,,,,919
30.7,613144,306135,459593,919000,64.8,30.7,48.7,,,,,920
34.3,613829,306478,460119,920000,68.5,34.3,52.6,,,,,921
33.4,614489,306812,460615,921000,66,33.4,49.6,,,,,922
34.2,615136,307154,461122,922000,64.7,34.2,50.7,,,,,923
33.2,615795,307486,461609,923000,65.9,33.2,48.7,,,,,924
34.9,616434,307835,462115,924000,63.9,34.9,50.6,,,,,925
34.8,617115,308183,462604,925000,68.1,34.8,48.9,,,,,926
32.9,617768,308512,463088,926000,65.3,32.9,48.4,,,,,927
31.6,618400,308828,463597,927000,63.2,31.6,50.9,,,,,928
36.8,619089,309196,464088,928000,68.9,36.8,49.1,,,,,929
35,619738,309546,464610,929000,64.9,35,52.2,,,,,930
35.5,620393,309901,465079,930000,65.5,35.5,46.9,,,,,931
33.3,621057,310234,465589,931000,66.4,33.3,51,,,,,932
32.2,621746,310556,466090,932000,68.9,32.2,50.1,,,,,933
31.9,622423,310875,466597,933000,67.7,31.9,50.7,,,,,934
31.9,623092,311194,467093,934000,66.9,31.9,49.6,,,,,935
31.8,623758,311512,467609,935000,66.6,31.8,51.6,,,,,936
33.7,624434,311849,468106,936000,67.6,33.7,49.7,,,,,937
33.8,625119,312187,468621,937000,68.5,33.8,51.5,,,,,938
30.3,625788,312490,469128,938000,66.9,30.3,50.7,,,,,939
33,626465,312820,469616,939000,67.7,33,48.8,,,,,940
32.8,627139,313148,470114,940000,67.4,32.8,49.8,,,,,941
33.3,627819,313481,470624,941000,68,33.3,51,,,,,942
31.5,628498,313796,471119,942000,67.9,31.5,49.5,,,,,943
33.3,629184,314129,471609,943000,68.6,33.3,49,,,,,944
35.2,629880,314481,472100,944000,69.6,35.2,49.1,,,,,945
32.5,630554,314806,472597,945000,67.4,32.5,49.7,,,,,946
30.9,631225,315115,473093,946000,67.1,30.9,49.6,,,,,947
32,631907,315435,473585,947000,68.2,32,49.2,,,,,948
34.1,632550,315776,474073,948000,64.3,34.1,48.8,,,,,949
36,633202,316136,474540,949000,65.2,36,46.7,,,,,950
33.6,633872,316472,475039,950000,67,33.6,49.9,,,,,951
35.6,634523,316828,475521,951000,65.1,35.6,48.2,,,,,952
34.1,635198,317169,476013,952000,67.5,34.1,49.2,,,,,953
35,635840,317519,476503,953000,64.2,35,49,,,,,954
32.5,636521,317844,477014,954000,68.1,32.5,51.1,,,,,955
33.8,637162,318182,477496,955000,64.1,33.8,48.2,,,,,956
33.1,637802,318513,478006,956000,64,33.1,51,,,,,957
35.3,638475,318866,478495,957000,67.3,35.3,48.9,,,,,958
35.1,639142,319217,479000,958000,66.7,35.1,50.5,,,,,959
32.2,639824,319539,479510,959000,68.2,32.2,51,,,,,960
34.4,640501,319883,480011,960000,67.7,34.4,50.1,,,,,961
33.5,641161,320218,480487,961000,66,33.5,47.6,,,,,962
31.8,641847,320536,480989,962000,68.6,31.8,50.2,,,,,963
31.4,642498,320850,481495,963000,65.1,31.4,50.6,,,,,964
33.4,643168,321184,481962,964000,67,33.4,46.7,,,,,965
34.3,643843,321527,482446,965000,67.5,34.3,48.4,,,,,966
33.8,644499,321865,482950,966000,65.6,33.8,50.4,,,,,967
35.8,645159,322223,483446,967000,66,35.8,49.6,,,,,968
33.9,645829,322562,483971,968000,67,33.9,52.5,,,,,969
31.9,646489,322881,484464,969000,66,31.9,49.3,,,,,970
33.9,647175,323220,484968,970000,68.6,33.9,50.4,,,,,971
32,647837,323540,485477,971000,66.2,32,50.9,,,,,972
31.4,648469,323854,485997,972000,63.2,31.4,52,,,,,973
31.5,649155,324169,486481,973000,68.6,31.5,48.4,,,,,974
33.6,649795,324505,486988,974000,64,33.6,50.7,,,,,975
32.4,650446,324829,487485,975000,65.1,32.4,49.7,,,,,976
33.7,651124,325166,487962,976000,67.8,33.7,47.7,,,,,977
34.4,651794,325510,488465,977000,67,34.4,50.3,,,,,978
35.6,652480,325866,488987,978000,68.6,35.6,52.2,,,,,979
33.6,653177,326202,489488,979000,69.7,33.6,50.1,,,,,980
32.8,653836,326530,489970,980000,65.9,32.8,48.2,,,,,981
33.8,654518,326868,490476,981000,68.2,33.8,50.6,,,,,982
36.1,655191,327229,490968,982000,67.3,36.1,49.2,,,,,983
34.6,655853,327575,491479,983000,66.2,34.6,51.1,,,,,984
32.7,656492,327902,491978,984000,63.9,32.7,49.9,,,,,985
34.4,657148,328246,492494,985000,65.6,34.4,51.6,,,,,986
31.4,657822,328560,493009,986000,67.4,31.4,51.5,,,,,987
33.3,658494,328893,493502,987000,67.2,33.3,49.3,,,,,988
34.1,659144,329234,494026,988000,65,34.1,52.4,,,,,989
32.5,659819,329559,494520,989000,67.5,32.5,49.4,,,,,990
35.4,660486,329913,495017,990000,66.7,35.4,49.7,,,,,991
32.5,661158,330238,495509,991000,67.2,32.5,49.2,,,,,992
34.4,661834,330582,495976,992000,67.6,34.4,46.7,,,,,993
35.4,662497,330936,496495,993000,66.3,35.4,51.9,,,,,994
33.3,663158,331269,496991,994000,66.1,33.3,49.6,,,,,995
35.4,663845,331623,497492,995000,68.7,35.4,50.1,,,,,996
32.6,664522,331949,498006,996000,67.7,32.6,51.4,,,,,997
32.7,665157,332276,498508,997000,63.5,32.7,50.2,,,,,998
33.1,665824,332607,498996,998000,66.7,33.1,48.8,,,,,999
33.5,666487,332942,499481,999000,66.3,33.5,48.5,,,,,1000
47,,,,,,,,,,,,
52,,,,,,,,,,,,
51.9,,,,,,,,,,,,
48.8,,,,,,,,,,,,
49.4,,,,,,,,,,,,
49,,,,,,,,,,,,
50.1,,,,,,,,,,,,
47.1,,,,,,,,,,,,
49.9,,,,,,,,,,,,
50.1,,,,,,,,,,,,
48,,,,,,,,,,,,
47.4,,,,,,,,,,,,
50.4,,,,,,,,,,,,
51.3,,,,,,,,,,,,
51.2,,,,,,,,,,,,
52.9,,,,,,,,,,,,
49.9,,,,,,,,,,,,
48.4,,,,,,,,,,,,
47.7,,,,,,,,,,,,
50,,,,,,,,,,,,
51.9,,,,,,,,,,,,
47.5,,,,,,,,,,,,
48.6,,,,,,,,,,,,
49,,,,,,,,,,,,
48.5,,,,,,,,,,,,
48.4,,,,,,,,,,,,
47.9,,,,,,,,,,,,
49.9,,,,,,,,,,,,
50.8,,,,,,,,,,,,
49.7,,,,,,,,,,,,
50.2,,,,,,,,,,,,
49.9,,,,,,,,,,,,
46.8,,,,,,,,,,,,
53,,,,,,,,,,,,
46.8,,,,,,,,,,,,
50.3,,,,,,,,,,,,
45.8,,,,,,,,,,,,
50.2,,,,,,,,,,,,
50.5,,,,,,,,,,,,
51.9,,,,,,,,,,,,
47.5,,,,,,,,,,,,
50.1,,,,,,,,,,,,
50.3,,,,,,,,,,,,
49.2,,,,,,,,,,,,
47.7,,,,,,,,,,,,
52.7,,,,,,,,,,,,
52.8,,,,,,,,,,,,
49.7,,,,,,,,,,,,
48.9,,,,,,,,,,,,
51.5,,,,,,,,,,,,
49.8,,,,,,,,,,,,
51.2,,,,,,,,,,,,
51.8,,,,,,,,,,,,
51.5,,,,,,,,,,,,
49.1,,,,,,,,,,,,
48.1,,,,,,,,,,,,
49.7,,,,,,,,,,,,
52.5,,,,,,,,,,,,
46.7,,,,,,,,,,,,
51.8,,,,,,,,,,,,
50.7,,,,,,,,,,,,
48.5,,,,,,,,,,,,
51.6,,,,,,,,,,,,
51.4,,,,,,,,,,,,
51.2,,,,,,,,,,,,
49.9,,,,,,,,,,,,
49.5,,,,,,,,,,,,
52.1,,,,,,,,,,,,
47.4,,,,,,,,,,,,
50.4,,,,,,,,,,,,
49.4,,,,,,,,,,,,
51,,,,,,,,,,,,
50.6,,,,,,,,,,,,
49.2,,,,,,,,,,,,
49,,,,,,,,,,,,
48.7,,,,,,,,,,,,
52.5,,,,,,,,,,,,
51.6,,,,,,,,,,,,
49.3,,,,,,,,,,,,
49.2,,,,,,,,,,,,
50.7,,,,,,,,,,,,
49.6,,,,,,,,,,,,
50.9,,,,,,,,,,,,
50.5,,,,,,,,,,,,
46.8,,,,,,,,,,,,
51,,,,,,,,,,,,
50.6,,,,,,,,,,,,
49.5,,,,,,,,,,,,
49.1,,,,,,,,,,,,
50,,,,,,,,,,,,
51.7,,,,,,,,,,,,
48.3,,,,,,,,,,,,
50.2,,,,,,,,,,,,
49.8,,,,,,,,,,,,
47.4,,,,,,,,,,,,
49.9,,,,,,,,,,,,
49.1,,,,,,,,,,,,
51.5,,,,,,,,,,,,
52,,,,,,,,,,,,
51.1,,,,,,,,,,,,
49.6,,,,,,,,,,,,
49.6,,,,,,,,,,,,
49.5,,,,,,,,,,,,
49.8,,,,,,,,,,,,
51.3,,,,,,,,,,,,
51.5,,,,,,,,,,,,
49.2,,,,,,,,,,,,
50.8,,,,,,,,,,,,
48.6,,,,,,,,,,,,
50.4,,,,,,,,,,,,
50,,,,,,,,,,,,
48.2,,,,,,,,,,,,
47,,,,,,,,,,,,
50.6,,,,,,,,,,,,
46.6,,,,,,,,,,,,
48.6,,,,,,,,,,,,
52.1,,,,,,,,,,,,
51.9,,,,,,,,,,,,
48.8,,,,,,,,,,,,
47.5,,,,,,,,,,,,
48.8,,,,,,,,,,,,
51.1,,,,,,,,,,,,
50.9,,,,,,,,,,,,
51.6,,,,,,,,,,,,
48.9,,,,,,,,,,,,
50.8,,,,,,,,,,,,
51.8,,,,,,,,,,,,
50.1,,,,,,,,,,,,
49,,,,,,,,,,,,
48.5,,,,,,,,,,,,
48.3,,,,,,,,,,,,
50.6,,,,,,,,,,,,
51.1,,,,,,,,,,,,
51.1,,,,,,,,,,,,
50.1,,,,,,,,,,,,
49.9,,,,,,,,,,,,
46.1,,,,,,,,,,,,
48.6,,,,,,,,,,,,
51.7,,,,,,,,,,,,
50.2,,,,,,,,,,,,
50.5,,,,,,,,,,,,
50,,,,,,,,,,,,
50.1,,,,,,,,,,,,
47.7,,,,,,,,,,,,
50.8,,,,,,,,,,,,
51.2,,,,,,,,,,,,
51,,,,,,,,,,,,
50.2,,,,,,,,,,,,
49,,,,,,,,,,,,
49.3,,,,,,,,,,,,
52,,,,,,,,,,,,
52.8,,,,,,,,,,,,
48.7,,,,,,,,,,,,
50,,,,,,,,,,,,
48.9,,,,,,,,,,,,
50.1,,,,,,,,,,,,
49.6,,,,,,,,,,,,
50.6,,,,,,,,,,,,
49.2,,,,,,,,,,,,
48.9,,,,,,,,,,,,
53.4,,,,,,,,,,,,
49.4,,,,,,,,,,,,
52.7,,,,,,,,,,,,
47,,,,,,,,,,,,
51.8,,,,,,,,,,,,
47.3,,,,,,,,,,,,
50,,,,,,,,,,,,
48.4,,,,,,,,,,,,
49.9,,,,,,,,,,,,
51.7,,,,,,,,,,,,
49.8,,,,,,,,,,,,
50.3,,,,,,,,,,,,
49,,,,,,,,,,,,
51.5,,,,,,,,,,,,
52.3,,,,,,,,,,,,
50.3,,,,,,,,,,,,
51.9,,,,,,,,,,,,
51.4,,,,,,,,,,,,
50.7,,,,,,,,,,,,
51.5,,,,,,,,,,,,
46.3,,,,,,,,,,,,
50.8,,,,,,,,,,,,
51,,,,,,,,,,,,
54.3,,,,,,,,,,,,
47.6,,,,,,,,,,,,
50.2,,,,,,,,,,,,
50.6,,,,,,,,,,,,
49.4,,,,,,,,,,,,
49.2,,,,,,,,,,,,
50.7,,,,,,,,,,,,
48.7,,,,,,,,,,,,
50.1,,,,,,,,,,,,
50.3,,,,,,,,,,,,
48.7,,,,,,,,,,,,
48.5,,,,,,,,,,,,
48.4,,,,,,,,,,,,
51,,,,,,,,,,,,
49.4,,,,,,,,,,,,
51.4,,,,,,,,,,,,
49.2,,,,,,,,,,,,
49.2,,,,,,,,,,,,
47,,,,,,,,,,,,
50.4,,,,,,,,,,,,
48.7,,,,,,,,,,,,
50,,,,,,,,,,,,
50.8,,,,,,,,,,,,
51.3,,,,,,,,,,,,
49.4,,,,,,,,,,,,
48.1,,,,,,,,,,,,
49.2,,,,,,,,,,,,
49.5,,,,,,,,,,,,
52.1,,,,,,,,,,,,
49.9,,,,,,,,,,,,
50.6,,,,,,,,,,,,
50.8,,,,,,,,,,,,
48.6,,,,,,,,,,,,
48.7,,,,,,,,,,,,
54.1,,,,,,,,,,,,
48.4,,,,,,,,,,,,
50.5,,,,,,,,,,,,
48.9,,,,,,,,,,,,
51.9,,,,,,,,,,,,
51.2,,,,,,,,,,,,
48.9,,,,,,,,,,,,
50.9,,,,,,,,,,,,
49.6,,,,,,,,,,,,
49,,,,,,,,,,,,
49,,,,,,,,,,,,
50.2,,,,,,,,,,,,
51.8,,,,,,,,,,,,
48.4,,,,,,,,,,,,
47.2,,,,,,,,,,,,
52.3,,,,,,,,,,,,
50.2,,,,,,,,,,,,
51.5,,,,,,,,,,,,
49.2,,,,,,,,,,,,
49.7,,,,,,,,,,,,
48.7,,,,,,,,,,,,
51.8,,,,,,,,,,,,
50.3,,,,,,,,,,,,
52.3,,,,,,,,,,,,
50.4,,,,,,,,,,,,
51.3,,,,,,,,,,,,
48.2,,,,,,,,,,,,
48,,,,,,,,,,,,
49.5,,,,,,,,,,,,
48.4,,,,,,,,,,,,
51.5,,,,,,,,,,,,
50.2,,,,,,,,,,,,
47.8,,,,,,,,,,,,
52.1,,,,,,,,,,,,
49.8,,,,,,,,,,,,
51.9,,,,,,,,,,,,
50,,,,,,,,,,,,
48,,,,,,,,,,,,
46.4,,,,,,,,,,,,
50.2,,,,,,,,,,,,
49.7,,,,,,,,,,,,
49.2,,,,,,,,,,,,
50.7,,,,,,,,,,,,
48.1,,,,,,,,,,,,
50.9,,,,,,,,,,,,
51.7,,,,,,,,,,,,
50.5,,,,,,,,,,,,
50.3,,,,,,,,,,,,
50.7,,,,,,,,,,,,
49.1,,,,,,,,,,,,
49.5,,,,,,,,,,,,
48.5,,,,,,,,,,,,
49.5,,,,,,,,,,,,
51.5,,,,,,,,,,,,
51,,,,,,,,,,,,
47.5,,,,,,,,,,,,
50.1,,,,,,,,,,,,
50.8,,,,,,,,,,,,
50.7,,,,,,,,,,,,
51.4,,,,,,,,,,,,
49.3,,,,,,,,,,,,
51.1,,,,,,,,,,,,
51.9,,,,,,,,,,,,
48.4,,,,,,,,,,,,
49.8,,,,,,,,,,,,
48.1,,,,,,,,,,,,
52.2,,,,,,,,,,,,
50.6,,,,,,,,,,,,
49.5,,,,,,,,,,,,
50.5,,,,,,,,,,,,
49.6,,,,,,,,,,,,
46,,,,,,,,,,,,
50.1,,,,,,,,,,,,
48.6,,,,,,,,,,,,
50.1,,,,,,,,,,,,
53.6,,,,,,,,,,,,
49,,,,,,,,,,,,
51.1,,,,,,,,,,,,
51.5,,,,,,,,,,,,
48.7,,,,,,,,,,,,
49.6,,,,,,,,,,,,
49.6,,,,,,,,,,,,
49.8,,,,,,,,,,,,
50.9,,,,,,,,,,,,
52.1,,,,,,,,,,,,
51.9,,,,,,,,,,,,
49.9,,,,,,,,,,,,
50,,,,,,,,,,,,
49.8,,,,,,,,,,,,
51.2,,,,,,,,,,,,
50.7,,,,,,,,,,,,
50.4,,,,,,,,,,,,
47.2,,,,,,,,,,,,
52,,,,,,,,,,,,
50.7,,,,,,,,,,,,
50.7,,,,,,,,,,,,
51.8,,,,,,,,,,,,
48.1,,,,,,,,,,,,
49.1,,,,,,,,,,,,
49.2,,,,,,,,,,,,
50.4,,,,,,,,,,,,
50.7,,,,,,,,,,,,
47.8,,,,,,,,,,,,
49.4,,,,,,,,,,,,
51.7,,,,,,,,,,,,
50.5,,,,,,,,,,,,
50,,,,,,,,,,,,
50.3,,,,,,,,,,,,
50.4,,,,,,,,,,,,
49.2,,,,,,,,,,,,
49.7,,,,,,,,,,,,
50.4,,,,,,,,,,,,
45.6,,,,,,,,,,,,
47.3,,,,,,,,,,,,
51.9,,,,,,,,,,,,
46.9,,,,,,,,,,,,
50.3,,,,,,,,,,,,
50.8,,,,,,,,,,,,
51,,,,,,,,,,,,
50.7,,,,,,,,,,,,
48,,,,,,,,,,,,
52.9,,,,,,,,,,,,
49.6,,,,,,,,,,,,
49.9,,,,,,,,,,,,
52.1,,,,,,,,,,,,
52.3,,,,,,,,,,,,
49.6,,,,,,,,,,,,
48.1,,,,,,,,,,,,
47,,,,,,,,,,,,
50,,,,,,,,,,,,
52.2,,,,,,,,,,,,
50.4,,,,,,,,,,,,
48.3,,,,,,,,,,,,
46.7,,,,,,,,,,,,
52.4,,,,,,,,,,,,
52.5,,,,,,,,,,,,
50.3,,,,,,,,,,,,
49.1,,,,,,,,,,,,
47.9,,,,,,,,,,,,
50.4,,,,,,,,,,,,
51.5,,,,,,,,,,,,
52.2,,,,,,,,,,,,
52.6,,,,,,,,,,,,
51.1,,,,,,,,,,,,
50.9,,,,,,,,,,,,
49.4,,,,,,,,,,,,
48.4,,,,,,,,,,,,
52.2,,,,,,,,,,,,
50.1,,,,,,,,,,,,
49.5,,,,,,,,,,,,
54.5,,,,,,,,,,,,
48.1,,,,,,,,,,,,
50.5,,,,,,,,,,,,
51.6,,,,,,,,,,,,
47.2,,,,,,,,,,,,
50.2,,,,,,,,,,,,
46.7,,,,,,,,,,,,
49.8,,,,,,,,,,,,
50.8,,,,,,,,,,,,
48.1,,,,,,,,,,,,
50.2,,,,,,,,,,,,
50,,,,,,,,,,,,
48.1,,,,,,,,,,,,
50.3,,,,,,,,,,,,
51,,,,,,,,,,,,
48.4,,,,,,,,,,,,
51.3,,,,,,,,,,,,
49.4,,,,,,,,,,,,
50.1,,,,,,,,,,,,
47.8,,,,,,,,,,,,
50.5,,,,,,,,,,,,
51.4,,,,,,,,,,,,
50.1,,,,,,,,,,,,
52,,,,,,,,,,,,
48.7,,,,,,,,,,,,
49.6,,,,,,,,,,,,
50.3,,,,,,,,,,,,
48.2,,,,,,,,,,,,
49.7,,,,,,,,,,,,
49.4,,,,,,,,,,,,
50.5,,,,,,,,,,,,
47.7,,,,,,,,,,,,
51.2,,,,,,,,,,,,
48.8,,,,,,,,,,,,
50.4,,,,,,,,,,,,
49.3,,,,,,,,,,,,
51.9,,,,,,,,,,,,
50.4,,,,,,,,,,,,
49.7,,,,,,,,,,,,
50,,,,,,,,,,,,
48.4,,,,,,,,,,,,
53.4,,,,,,,,,,,,
49.7,,,,,,,,,,,,
46.9,,,,,,,,,,,,
48.6,,,,,,,,,,,,
50.6,,,,,,,,,,,,
49.8,,,,,,,,,,,,
51.2,,,,,,,,,,,,
48.9,,,,,,,,,,,,
50.9,,,,,,,,,,,,
50.5,,,,,,,,,,,,
50.9,,,,,,,,,,,,
47.1,,,,,,,,,,,,
49.8,,,,,,,,,,,,
51.6,,,,,,,,,,,,
52.4,,,,,,,,,,,,
49.9,,,,,,,,,,,,
50.6,,,,,,,,,,,,
50.8,,,,,,,,,,,,
50.1,,,,,,,,,,,,
48,,,,,,,,,,,,
50.4,,,,,,,,,,,,
52.5,,,,,,,,,,,,
51.5,,,,,,,,,,,,
48.7,,,,,,,,,,,,
52.7,,,,,,,,,,,,
47.2,,,,,,,,,,,,
51.2,,,,,,,,,,,,
51.4,,,,,,,,,,,,
48.5,,,,,,,,,,,,
51.6,,,,,,,,,,,,
51.4,,,,,,,,,,,,
51,,,,,,,,,,,,
48.6,,,,,,,,,,,,
51.7,,,,,,,,,,,,
50,,,,,,,,,,,,
51.2,,,,,,,,,,,,
48.4,,,,,,,,,,,,
51.1,,,,,,,,,,,,
47.3,,,,,,,,,,,,
52.6,,,,,,,,,,,,
47,,,,,,,,,,,,
49.9,,,,,,,,,,,,
50.1,,,,,,,,,,,,
52.3,,,,,,,,,,,,
49.6,,,,,,,,,,,,
50.6,,,,,,,,,,,,
52.4,,,,,,,,,,,,
49.4,,,,,,,,,,,,
48.8,,,,,,,,,,,,
48.8,,,,,,,,,,,,
51.2,,,,,,,,,,,,
50.1,,,,,,,,,,,,
50.8,,,,,,,,,,,,
47.4,,,,,,,,,,,,
48.5,,,,,,,,,,,,
50.9,,,,,,,,,,,,
52,,,,,,,,,,,,
47.4,,,,,,,,,,,,
50.4,,,,,,,,,,,,
52.1,,,,,,,,,,,,
50.1,,,,,,,,,,,,
47.8,,,,,,,,,,,,
51.9,,,,,,,,,,,,
50.1,,,,,,,,,,,,
52.3,,,,,,,,,,,,
50.6,,,,,,,,,,,,
51.9,,,,,,,,,,,,
49.9,,,,,,,,,,,,
49.1,,,,,,,,,,,,
50.4,,,,,,,,,,,,
50.6,,,,,,,,,,,,
50.4,,,,,,,,,,,,
50.4,,,,,,,,,,,,
48.1,,,,,,,,,,,,
48.4,,,,,,,,,,,,
50.3,,,,,,,,,,,,
49,,,,,,,,,,,,
47.9,,,,,,,,,,,,
49,,,,,,,,,,,,
49.9,,,,,,,,,,,,
52.8,,,,,,,,,,,,
49.5,,,,,,,,,,,,
51.5,,,,,,,,,,,,
49.6,,,,,,,,,,,,
48.7,,,,,,,,,,,,
49.9,,,,,,,,,,,,
48.4,,,,,,,,,,,,
48,,,,,,,,,,,,
50.5,,,,,,,,,,,,
52.5,,,,,,,,,,,,
50.3,,,,,,,,,,,,
48.4,,,,,,,,,,,,
48.9,,,,,,,,,,,,
49.1,,,,,,,,,,,,
49,,,,,,,,,,,,
50.3,,,,,,,,,,,,
49.1,,,,,,,,,,,,
52.1,,,,,,,,,,,,
52.3,,,,,,,,,,,,
51.4,,,,,,,,,,,,
